Time,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_x",Rural population (% of total population) [SP.RUR.TOTL.ZS]_x,Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_x,"Stillbirth rate (per 1,000 total births) [SH.DYN.STLB]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_x,GDP at market prices (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Population, total [SP.POP.TOTL]_x","Population, male (% of total) [SP.POP.TOTL.MA.ZS]","Population, female (% of total) [SP.POP.TOTL.FE.ZS]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_y","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]",Population growth (annual %) [SP.POP.GROW],Number of infant deaths [SH.DTH.IMRT],Number of neonatal deaths [SH.DTH.NMRT],Net migration [SM.POP.NETM],"Population, female [SP.POP.TOTL.FE.IN]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]","Population, male [SP.POP.TOTL.MA.IN]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, total [SP.POP.TOTL]_y",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS]_y,Rural population growth (annual %) [SP.RUR.TOTL.ZG],Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_y,Urban population growth (annual %) [SP.URB.GROW],Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_y
2008,TUV,34.766,22.306,47.235,1.07,13.1,52.765,30290770.2575339,2936.85963326875,10314.0,,,22.306,9.935,3.549,67.473,60.694,63.948,220.953,355.095,28.1,24.6,31.4,18.7,1.20465684809241,6.0,4.0,-1.0,5045.0,49.1140965732087,5227.0,50.8859034267913,10272.0,4852.0,47.235,-0.943596744817235,5420.0,52.765,3.16772807958325,1.07
2009,TUV,35.087,22.186,46.218,1.07,12.7,53.782,27101312.7912806,2599.89570138916,10424.0,,,22.186,9.973,3.503,67.597,60.623,63.949,220.924,360.079,27.0,23.7,30.2,17.4,1.31529942625988,6.0,4.0,9.0,5093.0,48.9335126825519,5314.0,51.0568793235972,10408.0,4810.0,46.218,-0.869390696413387,5598.0,53.782,3.2313575641707,1.07
2010,TUV,35.278,22.32,45.204,1.07,12.2,54.796,31824701.2779469,3022.28882031784,10530.0,,,22.32,9.988,3.49,67.72,60.607,63.978,221.267,363.737,26.0,22.8,29.1,16.2,1.35511187118714,6.0,4.0,17.0,5146.0,48.7772511848341,5404.0,51.2227488151659,10550.0,4769.0,45.204,-0.856044480158249,5781.0,54.796,3.21672870070772,1.07
2011,TUV,35.515,22.512,44.193,1.07,11.8,55.807,38713279.6189995,3640.86143317968,10633.0,,,22.512,10.021,3.478,67.821,60.551,63.974,221.824,368.039,25.1,22.0,28.0,15.1,1.4117881545785,6.0,4.0,26.0,5202.0,48.6168224299065,5498.0,51.3831775700935,10700.0,4729.0,44.193,-0.842287565434855,5971.0,55.807,3.23377394645163,1.07
2012,TUV,35.746,22.741,43.185,1.07,11.4,56.815,37671734.4913473,3507.93691138349,10739.0,,,22.741,10.055,3.467,67.904,60.504,63.964,222.36,371.753,24.3,21.3,27.0,14.2,1.42899341733525,6.0,3.0,8.0,5260.0,48.4613967201032,5595.0,51.5478164731896,10854.0,4687.0,43.185,-0.892104472116967,6167.0,56.815,3.22980784445003,1.07
2013,TUV,34.788,22.296,42.186,1.07,11.1,57.814,37507514.536976,3454.6849532077,10857.0,,,22.296,10.046,3.355,68.07,60.491,64.008,221.366,374.624,23.5,20.6,26.1,13.4,0.587912771835275,6.0,3.0,-150.0,5280.0,48.3605055871039,5638.0,51.6394944128961,10918.0,4606.0,42.186,-1.74329175420756,6312.0,57.814,2.32400875342173,1.07
2014,TUV,34.249,22.265,41.214,1.069,10.8,58.786,37291841.426971,3398.81894157592,10972.0,,,22.265,10.098,3.275,68.188,60.478,64.025,221.0,377.276,22.8,20.0,25.3,12.8,-0.174176145239123,6.0,3.0,-152.0,5272.0,48.3714102211212,5627.0,51.6285897788788,10899.0,4492.0,41.214,-2.50617645222967,6407.0,58.786,1.49385591133114,1.069
2015,TUV,33.965,22.359,40.27,1.069,10.5,59.73,35492333.8641732,3197.79564502867,11099.0,,,22.359,10.126,3.217,68.325,60.481,64.06,220.319,379.458,22.0,19.3,24.5,12.1,-0.202057379546141,5.0,3.0,-159.0,5261.0,48.3681162085134,5617.0,51.641077502988,10877.0,4380.0,40.27,-2.5249312487842,6497.0,59.73,1.39493892415093,1.069
2016,TUV,33.812,22.659,39.355,1.07,10.2,60.645,36547419.8730745,3255.89486619818,11225.0,,,22.659,10.111,3.195,68.479,60.495,64.108,219.334,381.188,21.3,18.7,23.7,11.6,-0.230107331502793,5.0,3.0,-170.0,5244.0,48.3228897899005,5609.0,51.6863251013638,10852.0,4271.0,39.355,-2.52007325290253,6581.0,60.645,1.28461775755881,1.07
2017,TUV,33.415,22.999,38.47,1.07,10.0,61.53,40620557.1335093,3572.60836706326,11370.0,,,22.999,10.082,3.186,68.604,60.517,64.148,218.68,382.652,20.6,18.1,23.0,11.1,-0.221402304463059,5.0,3.0,-155.0,5230.0,48.3007018840044,5598.0,51.6992981159956,10828.0,4166.0,38.47,-2.48916490205492,6662.0,61.53,1.22330302975058,1.07
2018,TUV,33.299,23.508,37.613,1.07,9.8,62.387,42587778.4724662,3700.71067713471,11508.0,,,23.508,10.107,3.209,68.734,60.57,64.212,217.966,383.336,20.0,17.5,22.3,10.7,0.341124195633829,5.0,3.0,-57.0,5252.0,48.3387022549471,5613.0,51.6612977450529,10865.0,4087.0,37.613,-1.914513825664,6778.0,62.387,1.72623334133718,1.07
2019,TUV,33.234,23.619,36.785,1.069,9.6,63.215,,,12000.0,,,23.619,10.161,3.199,68.85,60.592,64.278,217.301,384.691,19.3,17.0,21.5,10.3,0.834063769243882,5.0,3.0,-57.0,5301.0,48.3844468784228,5654.0,51.6064257028112,10956.0,4030.0,36.785,-1.40448286235486,6926.0,63.215,2.16003727953707,1.069
2020,TUV,33.603,23.632,35.986,1.069,9.4,64.014,,,,,,23.632,10.188,3.188,68.978,60.67,64.382,216.603,384.654,18.7,16.4,20.8,10.0,1.02611570026552,5.0,3.0,-15.0,5367.0,48.4867648387388,5702.0,51.5132351612612,11069.0,3983.0,35.986,-1.17310717590844,7086.0,64.014,2.28385604630501,1.069
2021,TUV,,23.484,35.215,1.069,9.3,64.785,,,,,,23.484,10.159,3.163,69.138,60.816,64.547,215.572,382.942,18.1,15.9,20.2,9.6,1.21224489943751,5.0,3.0,-15.0,5449.0,48.6344162799,5755.0,51.3655837201,11204.0,3945.0,35.215,-0.95863499016696,7259.0,64.785,2.41210718594233,1.069
2022,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.0,5513.0,48.73585572843,5799.0,51.26414427157,11312.0,3900.0,34.473,,7412.0,65.527,,
1987,USA,50.201,15.7,25.207,1.05,,74.793,4855215000000.0,20038.9410992658,242289000.0,49.0300579328257,50.9699420671743,15.7,8.6,1.872,78.3,71.4,74.7658536585366,94.286,176.195,10.2,9.0,11.3,6.5,0.893829201032046,38016.0,24517.0,677547.0,123858168.0,51.1200127237844,118430832.0,48.8799872762156,242289000.0,61073788.0,25.207,0.304464142782628,181215212.0,74.793,1.09324426439828,1.05
1988,USA,53.616,16.0,25.058,1.05,,74.942,5236438000000.0,21417.0119305191,244499000.0,49.0136965964874,50.9863034035126,16.0,8.9,1.934,78.3,71.4,74.7658536585366,94.402,176.244,9.9,8.8,11.0,6.3,0.907999040167679,38031.0,24315.0,759523.0,124936886.0,51.0991398849304,119562114.0,48.9008601150696,244499000.0,61266559.0,25.058,0.315139141363312,183232441.0,74.942,1.10701747375615,1.05
1989,USA,57.664,16.4,24.911,1.05,,75.089,5641580000000.0,22857.1544330056,246819000.0,49.0034135798915,50.9965864201085,16.4,8.8,2.014,78.5,71.7,75.0170731707317,92.515,174.804,9.7,8.6,10.7,6.0,0.944405555428529,38277.0,24140.0,919737.0,126057113.0,51.0726940534417,120761887.0,48.9273059465583,246819000.0,61485081.0,24.911,0.356039611103647,185333919.0,75.089,1.14036493918274,1.05
1990,USA,60.633,16.7,24.7,1.049,,75.3,5963144000000.0,23888.6000088133,249623000.0,49.0041256454275,50.9958743545725,16.7,8.6,2.081,78.8,71.8,75.2146341463415,90.868,172.059,9.4,8.3,10.4,5.8,1.12965052045579,38327.0,23817.0,1421775.0,127417991.0,51.044170844705,122205009.0,48.955829155295,249623000.0,61656881.0,24.7,0.279027731366681,187966119.0,75.3,1.41025628541903,1.049
1991,USA,61.28,16.2,24.299,1.046,,75.701,6158129000000.0,24342.2589048189,252981000.0,49.0170901695204,50.9829098304796,16.2,8.6,2.0625,78.9,72.0,75.3658536585366,90.652,170.606,9.1,8.0,10.1,5.6,1.33626074073779,37396.0,22788.0,1569223.0,129055067.0,51.0137389028595,123925933.0,48.9862610971404,252981000.0,61471853.0,24.299,-0.300544208104832,191509147.0,75.701,1.86738439894312,1.046
1992,USA,59.586,15.8,23.903,1.05,,76.097,6520327000000.0,25418.9907763319,256514000.0,49.0399520748245,50.9600479251755,15.8,8.5,2.046,79.1,72.3,75.6170731707317,88.984,168.459,8.8,7.8,9.7,5.4,1.38688569247935,35748.0,21910.0,1816509.0,130776318.0,50.9821366397793,125737682.0,49.0178633602207,256514000.0,61314541.0,23.903,-0.256236999797331,195199459.0,76.097,1.90863299657144,1.05
