Time,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_x",Rural population (% of total population) [SP.RUR.TOTL.ZS]_x,Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_x,"Stillbirth rate (per 1,000 total births) [SH.DYN.STLB]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_x,GDP at market prices (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Population, total [SP.POP.TOTL]_x","Population, male (% of total) [SP.POP.TOTL.MA.ZS]","Population, female (% of total) [SP.POP.TOTL.FE.ZS]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]_y","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]",Population growth (annual %) [SP.POP.GROW],Number of infant deaths [SH.DTH.IMRT],Number of neonatal deaths [SH.DTH.NMRT],Net migration [SM.POP.NETM],"Population, female [SP.POP.TOTL.FE.IN]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]","Population, male [SP.POP.TOTL.MA.IN]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, total [SP.POP.TOTL]_y",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS]_y,Rural population growth (annual %) [SP.RUR.TOTL.ZG],Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS]_y,Urban population growth (annual %) [SP.URB.GROW],Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF]_y
2021,GUY,,20.298,73.103,1.037,13.1,26.897,,,,,,20.298,9.987,2.397,69.104,62.481,65.673,209.026,339.631,23.2,20.2,26.0,16.9,0.919614738982755,378.0,276.0,-4316.0,410932.0,51.0749260161056,393635.0,48.9250739838944,804567.0,588163.0,73.103,0.768035889363347,216404.0,26.897,1.33275453140369,1.037
2022,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,-3900.0,412743.0,51.0361976738722,395982.0,48.963678674854,808726.0,590192.0,72.978,,218534.0,27.022,,
1987,HTI,87.161,39.336,74.723,1.027,,25.277,2047200000.0,309.303396535657,6618744.0,49.1565164498027,50.8434835501973,39.336,14.704,5.593,53.457,50.97,52.239,329.528,373.324,108.2,98.9,116.9,45.2,2.06865076100303,27021.0,11584.0,-25548.0,3296223.0,50.6460701477441,3212126.0,49.3539298522559,6508349.0,4863234.0,74.723,0.710213858079566,1645115.0,25.277,6.19582442735727,1.027
1988,HTI,86.328,39.002,73.671,1.026,,26.329,2613926800.0,386.777234193071,6758223.0,49.1654461780036,50.8345538219964,39.002,14.401,5.566,53.853,51.365,52.632,326.509,370.347,105.5,96.5,114.1,43.0,2.07727078684654,26755.0,11147.0,-25687.0,3363327.0,50.614714101321,3281632.0,49.385285898679,6644959.0,4895408.0,73.671,0.659397415713567,1749551.0,26.329,6.15488929983537,1.026
1989,HTI,85.964,38.689,72.595,1.027,,27.405,2736243800.0,396.686139185865,6897755.0,49.1736949195789,50.8263050804211,38.689,14.245,5.532,53.98,51.489,52.755,329.186,374.05,102.9,94.1,111.4,40.8,2.07321084258131,26434.0,10710.0,-25881.0,3431711.0,50.5841621388407,3352450.0,49.4158378611592,6784161.0,4924962.0,72.595,0.601893599171173,1859199.0,27.405,6.07865662227905,1.027
1990,HTI,83.78,38.263,71.49,1.027,,28.51,3096289800.0,439.944062994775,7037917.0,49.1810287563859,50.8189712436141,38.263,14.029,5.483,54.085,51.827,52.975,332.147,372.099,100.4,91.6,108.7,38.8,2.05952182457413,26076.0,10291.0,-26101.0,3500949.0,50.5528039020806,3424381.0,49.4471816581763,6925331.0,4950919.0,71.49,0.525665705596299,1974412.0,28.51,6.01248826966862,1.027
1991,HTI,80.167,37.063,70.359,1.026,,29.641,3473540601.82161,483.873905037789,7178607.0,49.1873149276371,50.8126850723629,37.063,13.654,5.317,54.792,51.966,53.391,322.672,375.215,97.8,89.1,106.0,37.2,2.01164838947874,25370.0,9749.0,-26326.0,3570128.0,50.5250525222348,3495927.0,49.4749474777652,7066055.0,4971606.0,70.359,0.416971082921903,2094449.0,29.641,5.90198791155001,1.026
1992,HTI,80.19,36.351,69.2,1.026,,30.8,2257121668.19352,308.371313176134,7319493.0,49.1926965959792,50.8073034040209,36.351,13.278,5.208,55.163,52.489,53.842,320.211,368.62,95.1,86.6,103.3,35.9,1.95811490862095,24558.0,9409.0,-26514.0,3639023.0,50.5014446735815,3566758.0,49.4985692041667,7205780.0,4986400.0,69.2,0.297127976907672,2219380.0,30.8,5.79373659774405,1.026
1993,HTI,77.333,35.561,68.61,1.026,,31.39,1878248741.04949,251.752718957926,7460689.0,49.1976741006589,50.8023258993411,35.561,12.881,5.099,55.663,53.002,54.35,315.16,362.879,92.5,84.2,100.4,34.8,1.92642979077471,23855.0,9104.0,-26640.0,3708064.0,50.4777332785185,3637876.0,49.5222667214815,7345940.0,5040049.0,68.61,1.07015977457352,2305891.0,31.39,3.82392751339811,1.026
1994,HTI,76.385,34.873,68.013,1.026,,31.987,2167564194.7342,285.118778837802,7602320.0,49.2026116245072,50.7973883754928,34.873,12.619,4.991,55.897,53.37,54.653,313.016,357.136,89.8,81.9,97.4,33.9,1.88989857791315,23135.0,8867.0,-26862.0,3777025.0,50.4539017759736,3709066.0,49.5460982240264,7486091.0,5091515.0,68.013,1.01596244536194,2394576.0,31.987,3.77390269664714,1.026
1995,HTI,74.355,34.229,67.41,1.026,,32.59,2813313278.81082,363.265825942713,7744503.0,49.2079614085283,50.7920385914717,34.229,12.041,4.884,56.93,54.133,55.547,300.01,349.209,87.1,79.4,94.5,33.1,1.86892486465026,22445.0,8665.0,-27130.0,3846577.0,50.4315934989451,3780740.0,49.5684196118268,7627316.0,5141574.0,67.41,0.97838295586352,2485742.0,32.59,3.73650268286621,1.026
1996,HTI,75.421,33.681,66.8,1.026,,33.2,2907514522.92503,368.632237698081,7887304.0,49.2137118450494,50.7862881549506,33.681,11.648,4.777,57.638,54.647,56.154,290.878,343.294,84.5,77.0,91.5,32.4,1.861046656428,21798.0,8488.0,-27373.0,3917385.0,50.4129478921364,3853209.0,49.5870649768943,7770593.0,5190756.0,66.8,0.952009303911001,2579837.0,33.2,3.71550121148169,1.026
1997,HTI,76.016,33.154,66.208,1.026,,33.792,3338938830.01743,415.770483268566,8030726.0,49.2198272110312,50.7801727889688,33.154,11.396,4.669,57.986,55.023,56.516,289.222,341.167,81.8,74.6,88.6,31.6,1.84349433438618,21179.0,8315.0,-27515.0,3988932.0,50.3960242430613,3926240.0,49.6039757569387,7915172.0,5240477.0,66.208,0.953317341467065,2674695.0,33.792,3.6109136512636,1.026
1998,HTI,76.333,32.562,65.611,1.026,,34.389,3723909226.86781,455.541896058048,8174680.0,49.2262571745928,50.7737428254072,32.562,11.023,4.561,58.691,55.562,57.135,280.042,334.035,79.3,72.1,86.1,30.9,1.82432926055518,20556.0,8134.0,-27495.0,4061127.0,50.3805904455286,3999769.0,49.6194095544714,8060896.0,5288834.0,65.611,0.918528097176687,2772062.0,34.389,3.57560924441405,1.026
1999,HTI,76.999,32.088,65.008,1.026,,34.992,4153736347.44223,499.303748903539,8319057.0,49.2328228996751,50.7671771003249,32.088,10.564,4.452,59.64,56.272,57.961,266.514,323.955,76.8,69.7,83.5,30.3,1.81992095136481,19953.0,7995.0,-27334.0,4134687.0,50.3680925468949,4074254.0,49.6319074531051,8208941.0,5336468.0,65.008,0.896620521824884,2872473.0,34.992,3.55818836188951,1.026
2000,HTI,76.165,31.836,64.4,1.027,21.0,35.6,3953846310.66081,467.147558753214,8463806.0,49.2395143459169,50.7604856540831,31.836,10.341,4.39,60.121,56.608,58.365,261.681,321.552,74.4,67.3,81.2,29.8,1.82614145032597,19494.0,7937.0,-27098.0,4210027.0,50.3578193170638,4150198.0,49.6421806829362,8360225.0,5383985.0,64.4,0.886479539156633,2976240.0,35.6,3.5487427661698,1.027
2001,HTI,72.865,30.994,62.749,1.027,20.8,37.251,3596443004.56165,417.762646021673,8608819.0,49.2461559727767,50.7538440272233,30.994,10.239,4.248,60.268,56.713,58.489,263.094,324.204,72.3,65.2,78.9,29.4,1.79596365914658,18937.0,7775.0,-26837.0,4285558.0,50.3488598319871,4226169.0,49.6511284195172,8511728.0,5341024.0,62.749,-0.801141141778345,3170704.0,37.251,6.32928863710659,1.027
2002,HTI,70.754,30.333,61.065,1.028,20.7,38.935,3472191962.42287,396.633820807602,8754150.0,49.2529141613781,50.7470858386219,30.333,10.023,4.125,60.701,57.019,58.855,258.593,321.858,70.2,63.2,76.9,29.3,1.744825137965,18293.0,7707.0,-26642.0,4360349.0,50.3414632907335,4301197.0,49.6585367092665,8661546.0,5289173.0,61.065,-0.975549394230916,3372373.0,38.935,6.16630056150639,1.028
2003,HTI,68.179,29.901,59.355,1.029,20.6,40.645,2960306120.93557,332.614778539168,8900104.0,49.2599977438476,50.7400022561524,29.901,9.689,4.038,61.463,57.57,59.507,247.194,313.46,68.4,61.5,75.0,29.3,1.72490029683628,17822.0,7727.0,-26534.0,4435711.0,50.3357657441435,4376534.0,49.6642342558565,8812245.0,5230508.0,59.355,-1.11534956547663,3581737.0,40.645,6.02312274074243,1.029
2004,HTI,66.984,29.466,58.321,1.03,20.6,41.679,3537720277.49988,391.034615655408,9047077.0,49.2676865314142,50.7323134685858,29.466,10.184,3.939,60.246,56.715,58.475,259.335,321.466,66.8,60.1,73.2,29.3,1.67941646661672,17448.0,7753.0,-26422.0,4510238.0,50.3291138336498,4451252.0,49.6708973252101,8961489.0,5226430.0,58.321,-0.0779960674287998,3735059.0,41.679,4.1915736705384,1.03
2005,HTI,66.881,29.018,57.362,1.032,20.5,42.638,4310358095.62898,468.757269552512,9195288.0,49.2761782691115,50.7238217308885,29.018,9.239,3.833,62.609,58.265,60.415,232.136,305.535,65.3,58.7,71.6,29.3,1.66448553299086,17094.0,7763.0,-26304.0,4585537.0,50.3247072509575,4526364.0,49.675303723702,9111900.0,5226768.0,57.362,0.0064669204604778,3885132.0,42.638,3.939334509696,1.032
2006,HTI,67.325,28.613,56.396,1.033,20.4,43.604,4756204069.61876,508.968806625167,9344785.0,49.2853660394933,50.7146339605067,28.613,9.084,3.735,63.06,58.521,60.763,226.448,303.439,63.9,57.4,70.1,29.3,1.68016163386105,16761.0,7771.0,-26641.0,4663269.0,50.3251032128507,4603020.0,49.6749075789572,9266288.0,5225816.0,56.396,-0.018215591525162,4040472.0,43.604,3.92045567555494,1.033
2007,HTI,65.525,28.175,55.426,1.033,20.3,44.574,5885325589.97642,619.812774237648,9495328.0,49.2950012511406,50.7049987488594,28.175,8.937,3.643,63.419,58.842,61.103,221.856,299.069,62.6,56.2,68.6,29.1,1.65399026348443,16444.0,7744.0,-27017.0,4741167.0,50.3264469591095,4679659.0,49.6735530408905,9420826.0,5221587.0,55.426,-0.0809579228633296,4199239.0,44.574,3.85418015642172,1.033
2008,HTI,64.373,27.831,54.449,1.033,20.1,45.551,6548530572.35291,678.844789796271,9646580.0,49.3049342927071,50.6950657072929,27.831,8.853,3.567,63.696,59.029,61.332,217.433,296.519,61.3,55.1,67.2,28.9,1.62585605595915,16167.0,7714.0,-27644.0,4819071.0,50.3284249482024,4756176.0,49.6715750517976,9575247.0,5213626.0,54.449,-0.152579569664153,4361621.0,45.551,3.79404588592128,1.033
2009,HTI,63.865,27.615,53.472,1.033,19.9,46.528,6584649419.28348,672.036997916062,9798046.0,49.3149654533159,50.6850345466841,27.615,8.695,3.508,64.113,59.429,61.741,213.223,292.412,60.1,54.0,65.8,28.7,1.6098133370454,15948.0,7715.0,-27949.0,4897538.0,50.3311088132145,4833100.0,49.6688911867855,9730638.0,5203167.0,53.472,-0.200810432052255,4527471.0,46.528,3.73197281986112,1.033
2010,HTI,62.688,27.527,52.491,1.032,20.0,47.509,6622541528.56888,665.627419493396,9949322.0,49.3249386540866,50.6750613459134,27.527,17.738,3.47,46.251,45.758,46.019,482.177,501.256,76.3,70.4,81.9,29.3,1.1468886718608,20424.0,7955.0,-28437.0,4952137.0,50.3118701030593,4890743.0,49.6881298969407,9842880.0,5166626.0,52.491,-0.704761440189199,4676254.0,47.509,3.23338566121347,1.032
2011,HTI,60.962,27.203,51.508,1.032,19.5,48.492,7516834160.25277,744.217426799623,10100320.0,49.3351002740507,50.6648997259493,27.203,8.762,3.411,64.126,59.202,61.623,213.909,299.163,57.7,51.8,63.2,28.3,1.12574729606877,15464.0,7669.0,-29049.0,5006574.0,50.2955302184621,4947739.0,49.7044798274356,9954312.0,5127267.0,51.508,-0.764709557463083,4827045.0,48.492,3.17371171293843,1.032
2012,HTI,61.256,26.595,50.523,1.032,19.4,49.477,7890647021.75659,769.749380959249,10250930.0,49.3452588947609,50.6547411052391,26.595,8.486,3.302,64.804,59.857,62.291,205.747,289.88,56.6,50.8,62.0,28.1,1.53746880756048,15133.0,7554.0,-29679.0,5084975.0,50.3037580406031,5023564.0,49.6962419593969,10108539.0,5107137.0,50.523,-0.393379545284333,5001402.0,49.477,3.54837939338699,1.032
2013,HTI,59.297,26.09,49.54,1.031,19.2,50.46,8485077205.26002,815.820015229786,10400673.0,49.3541763455284,50.6458236544716,26.09,8.376,3.216,65.211,60.086,62.605,201.146,288.287,55.4,49.7,60.8,27.8,1.49898644905428,14733.0,7456.0,-30347.0,5162748.0,50.3132672709231,5098458.0,49.6867327290769,10261206.0,5083401.0,49.54,-0.465844745877501,5177805.0,50.46,3.46629481629222,1.031
2014,HTI,57.571,25.771,48.556,1.031,19.0,51.444,8775444941.93681,831.873948899917,10549008.0,49.3601530456848,50.6398469543152,25.771,8.243,3.157,65.684,60.387,62.987,195.002,285.009,54.1,48.6,59.5,27.5,1.46596797524852,14401.0,7389.0,-31416.0,5240216.0,50.3250441286347,5172525.0,49.6749654749854,10412740.0,5056010.0,48.556,-0.540289108142224,5356730.0,51.444,3.39724929923072,1.031
2015,HTI,56.276,25.51,47.573,1.03,18.9,52.427,8724656126.49849,815.728284410317,10695542.0,49.3623510360393,50.6376489639607,25.51,8.181,3.108,65.954,60.617,63.237,192.369,282.932,53.0,47.5,58.2,27.1,1.43989350727897,14139.0,7318.0,-32698.0,5317590.0,50.3380568106593,5246167.0,49.6619431893407,10563757.0,5025496.0,47.573,-0.605347914906332,5538261.0,52.427,3.33268382810507,1.03
2016,HTI,55.897,25.254,46.604,1.03,18.7,53.396,7970649131.23416,735.301770321704,10839970.0,49.3600816090368,50.6399183909632,25.254,8.161,3.062,66.235,60.661,63.392,188.327,283.233,51.7,46.4,56.9,26.7,1.41082121304761,13869.0,7235.0,-33902.0,5394724.0,50.3528097138573,5319125.0,49.6471902861427,10713849.0,4993082.0,46.604,-0.647080116583282,5720767.0,53.396,3.24223347457675,1.03
2017,HTI,55.628,24.98,45.654,1.03,18.5,54.346,8409497402.4589,765.727294324274,10982366.0,49.3544242329545,50.6455757670455,24.98,8.014,3.016,66.732,61.087,63.854,183.52,279.025,50.5,45.2,55.5,26.3,1.38753007437198,13594.0,7133.0,-34766.0,5471873.0,50.3691383188707,5391671.0,49.6308708862293,10863543.0,4959642.0,45.654,-0.671979366323943,5903901.0,54.346,3.1510431553484,1.03
2018,HTI,54.556,24.579,44.722,1.03,18.3,55.278,9658721168.86849,868.34202469407,11123176.0,49.347790106483,50.652209893517,24.579,7.998,2.959,66.919,61.231,64.019,182.532,278.779,49.2,44.1,54.2,25.8,1.36113131762731,13254.0,6982.0,-35007.0,5548683.0,50.3856781356252,5463738.0,49.6143218643748,11012421.0,4924975.0,44.722,-0.701436224352947,6087446.0,55.278,3.06152988679146,1.03
2019,HTI,54.241,24.304,43.808,1.03,18.0,56.192,,,11263000.0,49.3434876910656,50.6565123089344,24.304,7.953,2.919,67.329,61.314,64.255,176.812,279.393,48.0,42.9,52.8,25.2,1.33513859245585,12924.0,6855.0,-34635.0,5625310.0,50.4040253617286,5535128.0,49.5959746382714,11160438.0,4889165.0,43.808,-0.729766620904861,6271273.0,56.192,2.97507466071833,1.03
2020,HTI,53.643,23.936,42.912,1.03,17.9,57.088,,,,,,23.936,8.176,2.869,67.118,61.131,64.052,179.648,282.028,46.7,41.7,51.4,24.7,1.30291995864045,12563.0,6705.0,-33872.0,5701407.0,50.4245807456946,5605395.0,49.57542809854,11306801.0,4851974.0,42.912,-0.763589980754575,6454827.0,57.088,2.88488586699456,1.03
2021,HTI,,23.498,42.036,1.03,17.7,57.964,,,,,,23.498,8.676,2.814,66.119,60.399,63.192,195.569,297.684,45.4,40.6,50.1,24.3,1.23729899666313,12174.0,6540.0,-32977.0,5774718.0,50.444928525873,5672850.0,49.5550627386478,11447569.0,4812100.0,42.036,-0.825205317605596,6635469.0,57.964,2.76011280334554,1.03
2022,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,-32248.0,5846285.0,50.4642815586643,5738710.0,49.5357098094812,11584996.0,4770701.0,41.18,,6814295.0,58.82,,
1987,HND,125.856,39.192,61.093,1.049,,38.907,6190521241.46495,1362.88630202473,4542214.0,49.66848795016,50.33151204984,39.192,7.841,5.604,66.154,62.062,64.032,188.903,252.5,51.3,45.5,56.8,24.5,2.84181820707445,9207.0,4463.0,-14660.0,2298974.0,49.4857108662939,2346758.0,50.5142676085776,4645733.0,2838218.0,61.093,1.88398315918514,1807515.0,38.907,4.36460333410107,1.049
1988,HND,126.84,38.698,60.519,1.05,,39.481,5902717091.54747,1262.06688089423,4677024.0,49.6678977204089,50.3321022795911,38.698,7.685,5.496,66.414,62.428,64.345,188.763,249.239,49.2,43.6,54.5,23.6,2.80967440679007,8968.0,4364.0,-14918.0,2364316.0,49.4822015548394,2413799.0,50.5178193739203,4778114.0,2891667.0,60.519,1.86567619926157,1886447.0,39.481,4.27421919014143,1.05
1989,HND,126.725,38.361,60.031,1.051,,39.969,5432344901.77821,1128.28268536209,4814702.0,49.6679541138215,50.3320458861785,38.361,7.329,5.395,67.008,62.864,64.856,181.81,244.801,47.2,41.8,52.2,22.6,2.79764298849405,8750.0,4270.0,-15147.0,2431535.0,49.485049482302,2482140.0,50.5149301663357,4913676.0,2949729.0,60.031,1.98801492865739,1963947.0,39.969,4.02610581518222,1.051
1990,HND,127.428,38.032,59.54,1.051,,40.46,4923009551.51561,993.483052704469,4955303.0,49.668496491233,50.331503508767,38.032,7.044,5.291,67.449,63.202,65.243,177.675,242.283,45.2,40.1,50.1,21.7,2.80060965015231,8556.0,4176.0,-15350.0,2500697.0,49.4870611572708,2552537.0,50.5129388427292,5053234.0,3008696.0,59.54,1.97934605762481,2044538.0,40.46,4.02156232765176,1.051
1991,HND,128.341,37.72,59.047,1.051,,40.953,4648668478.56753,911.755518057348,5098591.0,49.6696932526889,50.3303067473111,37.72,6.736,5.183,67.99,63.68,65.752,171.639,236.157,43.4,38.4,48.1,20.9,2.80313581156353,8374.0,4103.0,-15507.0,2571853.0,49.4883379222985,2625035.0,50.5116813199902,5196887.0,3068606.0,59.047,1.97166245147098,2128281.0,40.953,4.01427645326044,1.051
1992,HND,129.773,37.47,58.552,1.05,,41.448,4943700431.07368,942.612764992185,5244678.0,49.6715622334798,50.3284377665202,37.47,6.546,5.089,68.25,63.897,65.991,170.459,235.919,41.7,36.9,46.2,20.2,2.80594685995967,8213.0,4054.0,-15585.0,2645110.0,49.4896510123721,2699664.0,50.5103489876279,5344774.0,3129472.0,58.552,1.9640913410327,2215302.0,41.448,4.00741256844518,1.05
1993,HND,131.099,37.211,58.057,1.05,,41.943,4926728932.95069,913.302308564991,5394412.0,49.6743113619713,50.3256886380287,37.211,6.388,4.995,68.513,64.151,66.251,166.166,231.722,40.1,35.5,44.4,19.7,2.80543025160191,8067.0,4033.0,-15559.0,2720439.0,49.4909530765034,2776401.0,50.5090287312294,5496841.0,3191301.0,58.057,1.95643704180077,2305540.0,41.943,3.99261850114297,1.05
1994,HND,128.663,36.779,57.559,1.05,,42.441,4642280682.14252,836.60373874429,5548960.0,49.6783276316736,50.3216723683264,36.779,6.176,4.891,68.809,64.496,66.574,166.185,229.446,38.5,34.1,42.7,19.3,2.80011388162174,7904.0,4026.0,-15246.0,2797731.0,49.4916622058563,2855202.0,50.5083201042149,5652934.0,3253772.0,57.559,1.93862680884514,2399162.0,42.441,3.98045873845842,1.05
1995,HND,127.981,36.215,57.059,1.051,,42.941,5347445005.21376,936.666998051461,5709014.0,49.6836579371905,50.3163420628095,36.215,5.898,4.758,69.362,65.064,67.139,159.482,221.717,37.1,32.9,41.1,19.1,2.78931851535589,7721.0,4028.0,-14711.0,2876838.0,49.491160246847,2935993.0,50.5088225498346,5812832.0,3316744.0,57.059,1.91686400805789,2496088.0,42.941,3.96051965815859,1.051
1996,HND,128.792,35.757,56.558,1.052,,43.442,5215028986.48649,887.693367816126,5874809.0,49.6903050888079,50.3096949111921,35.757,5.728,4.639,69.695,65.336,67.439,156.971,219.715,35.7,31.7,39.5,18.9,2.77755908396057,7536.0,4050.0,-14049.0,2957773.0,49.4896386711397,3018776.0,50.5103445967992,5976550.0,3380217.0,56.558,1.89563298040725,2596333.0,43.442,3.93753585875629,1.052
1997,HND,128.075,35.274,56.056,1.052,,43.944,5737099650.19011,948.955555046673,6045699.0,49.6981327567476,50.3018672432524,35.274,5.56,4.527,69.902,65.782,67.777,156.302,213.399,34.3,30.5,38.0,18.8,2.7650746444425,7359.0,4067.0,-13343.0,3040522.0,49.4867606580088,3103590.0,50.5132393419912,6144112.0,3444143.0,56.056,1.87351985725831,2699969.0,43.944,3.91402265793814,1.052
1998,HND,128.282,35.023,55.553,1.052,,44.447,6366340265.87888,1023.46056927456,6220406.0,49.7072457500758,50.2927542499242,35.023,7.784,4.448,63.617,61.834,62.721,228.985,239.788,41.8,38.1,45.4,18.9,2.64095706252099,9113.0,4184.0,-12638.0,3121099.0,49.4742124838136,3187439.0,50.5258033677222,6308537.0,3504582.0,55.553,1.73961479820261,2803955.0,44.447,3.77906290785361,1.052
1999,HND,125.774,34.561,55.048,1.053,,44.952,6414520529.61672,1002.71519768983,6397151.0,49.7178739249102,50.2821260750898,34.561,5.26,4.361,70.565,66.413,68.422,149.911,205.942,31.8,28.2,35.3,18.3,2.64099963918582,7038.0,4092.0,-11757.0,3203825.0,49.4618567889875,3273539.0,50.5381277726359,6477365.0,3565660.0,55.048,1.72779147988868,2911705.0,44.952,3.77078997162667,1.053
2000,HND,123.567,33.841,54.542,1.053,14.4,45.458,7103507989.05044,1080.46212866245,6574509.0,49.7299418511798,50.2700581488202,33.841,5.141,4.237,70.807,66.652,68.662,148.973,204.301,30.6,27.1,33.9,18.0,2.73138300029784,6839.0,4052.0,-10762.0,3292265.0,49.4577288381299,3364459.0,50.542256139468,6656725.0,3630711.0,54.542,1.807932689472,3026014.0,45.458,3.85074216674986,1.053
2001,HND,120.47,32.986,54.036,1.054,14.2,45.964,7565869927.73763,1120.55221213452,6751912.0,49.7433023416182,50.2566976583818,32.986,4.992,4.098,71.284,66.883,69.006,143.01,202.7,29.4,26.0,32.6,17.5,2.68473415634022,6596.0,3954.0,-9749.0,3381604.0,49.4541202285335,3456257.0,50.5458797714666,6837861.0,3694907.0,54.036,1.75268880701527,3142954.0,45.964,3.79168800847597,1.054
2002,HND,116.121,32.052,53.39,1.055,13.9,46.61,7775078402.92785,1122.06394226918,6929265.0,49.7578748228348,50.2421251771652,32.052,4.848,3.956,71.441,67.413,69.366,143.134,194.425,28.2,24.9,31.4,16.9,2.62751491094002,6334.0,3814.0,-8815.0,3471303.0,49.44940873869,3548604.0,50.550577016109,7019908.0,3747929.0,53.39,1.42480358243269,3271979.0,46.61,4.02318786170448,1.055
2003,HND,111.749,31.101,52.733,1.056,13.6,47.267,8140271080.5604,1145.49756077097,7106319.0,49.7731949420256,50.2268050579744,31.101,4.781,3.815,71.57,67.566,69.507,143.658,194.325,27.1,24.0,30.1,16.5,2.5592129363433,6059.0,3687.0,-7986.0,3560838.0,49.4431663061359,3641043.0,50.5568336938641,7201881.0,3797768.0,52.733,1.32101049826319,3404113.0,47.267,3.95894057728677,1.056
2004,HND,108.406,30.188,52.073,1.056,13.2,47.927,8772146604.82093,1204.47661886887,7282953.0,49.7889111738055,50.2110888261945,30.188,4.674,3.677,72.07,67.677,69.796,137.343,194.769,26.0,23.0,28.9,16.0,2.48929432977264,5796.0,3578.0,-7082.0,3650279.0,49.4389514217488,3733128.0,50.5610485782512,7383407.0,3844762.0,52.073,1.2298176729362,3538645.0,47.927,3.87594791097303,1.056
2005,HND,104.158,29.314,51.415,1.056,12.9,48.585,9672035709.39793,1296.69595922206,7458985.0,49.804812506586,50.195187493414,29.314,4.573,3.545,72.132,68.191,70.104,138.876,186.628,25.1,22.1,27.8,15.7,2.42460040894439,5547.0,3483.0,-6187.0,3739573.0,49.4350867651789,3825041.0,50.5649264542681,7564613.0,3889346.0,51.415,1.15293176304759,3675267.0,48.585,3.78818975773254,1.056
2006,HND,101.141,28.479,50.755,1.056,12.5,49.245,10841742347.7968,1420.13612093697,7634298.0,49.8206579651428,50.1793420348572,28.479,4.525,3.419,72.306,68.335,70.261,138.714,186.678,24.1,21.3,26.8,15.4,2.35921073577649,5309.0,3402.0,-5451.0,3828462.0,49.4301244641843,3916738.0,50.5698755358157,7745200.0,3931076.0,50.755,1.06721596530421,3814124.0,49.245,3.70852353614482,1.056
2007,HND,97.358,27.64,50.095,1.056,12.1,49.905,12275501784.2971,1572.0655038891,7808518.0,49.8364350734838,50.1635649265162,27.64,4.5,3.296,72.368,68.498,70.376,140.172,185.871,23.2,20.5,25.8,15.1,2.28811343765187,5083.0,3313.0,-5039.0,3916700.0,49.4254373356829,4007762.0,50.5745626643171,7924462.0,3969759.0,50.095,0.979220781102684,3954703.0,49.905,3.61944851348056,1.056
2008,HND,94.706,26.871,49.434,1.055,11.8,50.566,13789715132.502,1727.82770138436,7980955.0,49.8517157407854,50.1482842592146,26.871,4.5,3.177,72.451,68.549,70.441,140.854,186.888,22.4,19.7,24.9,14.8,2.21289893099486,4874.0,3224.0,-5039.0,4003999.0,49.4212442529583,4097779.0,50.5787680900129,8101777.0,4005032.0,49.434,0.884618293410106,4096745.0,50.566,3.52872523806306,1.055
2009,HND,91.994,26.112,48.775,1.055,11.4,51.225,14587496229.1811,1789.70665110755,8150775.0,49.8659146731969,50.1340853268031,26.112,4.371,3.063,72.958,68.983,70.911,134.222,180.686,21.6,19.0,24.0,14.4,2.14336495538161,4672.0,3121.0,-5196.0,4090493.0,49.418192063066,4186810.0,50.5818200181653,8277302.0,4037254.0,48.775,0.801318739908401,4240048.0,51.225,3.4381833970701,1.055
2010,HND,89.482,25.392,48.115,1.055,11.0,51.885,15839344591.9842,1904.34646496881,8317470.0,49.8786950402088,50.1213049597912,25.392,4.348,2.957,73.278,69.038,71.088,129.821,181.202,20.9,18.4,23.2,14.0,2.07597795876773,4477.0,3012.0,-5418.0,4176200.0,49.4170288653336,4274733.0,50.5829711346664,8450933.0,4066166.0,48.115,0.713578283778835,4384767.0,51.885,3.35618987880396,1.055
